id,species,taxonId,ensembl,entrez,name,fullname,synonym,signature,chromStart,chromEnd,chromStrand,chromName,band,goTerms,function,goFunctions,goLocalizations,cerebralLocalization,nrIntxsValidated,nrIntxsPredicted,transcripts,humanOrthologs,mouseOrthologs,bovineOrthologs,lastModified
670,Homo sapiens,9606,ENSG00000173482,5797,PTPRM,"protein tyrosine phosphatase, receptor type, M ",hR-PTPu|PTPRL1|R-PTP-MU|RPTPM|RPTPU,PTPRM|IDBG-670|ENSG00000173482|5797,7566782,8406861,1,18,p11.23,GO:0001937|negative regulation of endothelial cell proliferation|biological_process#GO:0004725|protein tyrosine phosphatase activity|molecular_function#GO:0005001|transmembrane receptor protein tyrosine phosphatase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0005911|cell-cell junction|cellular_component#GO:0005913|cell-cell adherens junction|cellular_component#GO:0006470|protein dephosphorylation|biological_process#GO:0007156|homophilic cell adhesion|biological_process#GO:0007165|signal transduction|biological_process#GO:0010596|negative regulation of endothelial cell migration|biological_process#GO:0010842|retina layer formation|biological_process#GO:0016020|membrane|cellular_component#GO:0016311|dephosphorylation|biological_process#GO:0016525|negative regulation of angiogenesis|biological_process#GO:0016791|phosphatase activity|molecular_function#GO:0030027|lamellipodium|cellular_component#GO:0031175|neuron projection development|biological_process#GO:0031290|retinal ganglion cell axon guidance|biological_process#GO:0035335|peptidyl-tyrosine dephosphorylation|biological_process#GO:0042493|response to drug|biological_process#GO:0042802|identical protein binding|molecular_function#GO:0045296|cadherin binding|molecular_function#GO:0045909|positive regulation of vasodilation|biological_process#GO:0048471|perinuclear region of cytoplasm|cellular_component, cadherin binding,GO:0004725: protein tyrosine phosphatase activity#GO:0005001: transmembrane receptor protein tyrosine phosphatase activity#GO:0005515: protein binding#GO:0016791: phosphatase activity#GO:0042802: identical protein binding#GO:0045296: cadherin binding,"GO:0004725: protein tyrosine phosphatase activity,GO:0005001: transmembrane receptor protein tyrosine phosphatase activity,GO:0005515: protein binding,GO:0016791: phosphatase activity,GO:0042802: identical protein binding,GO:0045296: cadherin binding",Cell surface,12,0,672|229135|229137|727979|726837|727577|725881|727396,,Ptprm|IDBG-195581|ENSMUSG00000033278|19274,PTPRM|IDBG-644257|ENSBTAG00000024015|536092,2017/2/20
775,Homo sapiens,9606,ENSG00000017797,10928,RALBP1,ralA binding protein 1 ,RIP1|RLIP1|RLIP76,RALBP1|IDBG-775|ENSG00000017797|10928,9475009,9538116,1,18,p11.22,"GO:0005096|GTPase activator activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005622|intracellular|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006200|ATP catabolic process|biological_process#GO:0006810|transport|biological_process#GO:0006935|chemotaxis|biological_process#GO:0007165|signal transduction|biological_process#GO:0007264|small GTPase mediated signal transduction|biological_process#GO:0016020|membrane|cellular_component#GO:0016887|ATPase activity|molecular_function#GO:0017160|Ral GTPase binding|molecular_function#GO:0030675|Rac GTPase activator activity|molecular_function#GO:0032855|positive regulation of Rac GTPase activity|biological_process#GO:0043087|regulation of GTPase activity|biological_process#GO:0043089|positive regulation of Cdc42 GTPase activity|biological_process#GO:0043492|ATPase activity, coupled to movement of substances|molecular_function#GO:0048365|Rac GTPase binding|molecular_function#GO:0051056|regulation of small GTPase mediated signal transduction|biological_process", ATPase activity,"GO:0005096: GTPase activator activity#GO:0005515: protein binding#GO:0016887: ATPase activity#GO:0017160: Ral GTPase binding#GO:0030675: Rac GTPase activator activity#GO:0043492: ATPase activity, coupled to movement of substances#GO:0048365: Rac GTPase binding","GO:0005096: GTPase activator activity,GO:0005515: protein binding,GO:0016887: ATPase activity,GO:0017160: Ral GTPase binding,GO:0030675: Rac GTPase activator activity,GO:0043492: ATPase activity, coupled to movement of substances,GO:0048365: Rac GTPase binding",Plasma membrane,42,4,777|779|363213|726865|727184,,Ralbp1|IDBG-195143|ENSMUSG00000024096|19765,RALBP1|IDBG-644326|ENSBTAG00000021250|523324,2017/2/20
854,Homo sapiens,9606,ENSG00000154639,1525,CXADR,coxsackie virus and adenovirus receptor ,CAR|CAR4/6|HCAR,CXADR|IDBG-854|ENSG00000154639|1525,17512382,17593579,1,21,q21.1,GO:0001618|virus receptor activity|molecular_function#GO:0001669|acrosomal vesicle|cellular_component#GO:0005102|receptor binding|molecular_function#GO:0005178|integrin binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0005634|nucleus|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0005911|cell-cell junction|cellular_component#GO:0005912|adherens junction|cellular_component#GO:0005923|tight junction|cellular_component#GO:0007005|mitochondrion organization|biological_process#GO:0007157|heterophilic cell-cell adhesion|biological_process#GO:0007507|heart development|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008013|beta-catenin binding|molecular_function#GO:0008354|germ cell migration|biological_process#GO:0009615|response to virus|biological_process#GO:0010669|epithelial structure maintenance|biological_process#GO:0014704|intercalated disc|cellular_component#GO:0016032|viral process|biological_process#GO:0016323|basolateral plasma membrane|cellular_component#GO:0016327|apicolateral plasma membrane|cellular_component#GO:0030054|cell junction|cellular_component#GO:0030165|PDZ domain binding|molecular_function#GO:0030175|filopodium|cellular_component#GO:0030426|growth cone|cellular_component#GO:0030593|neutrophil chemotaxis|biological_process#GO:0031532|actin cytoskeleton reorganization|biological_process#GO:0031594|neuromuscular junction|cellular_component#GO:0034109|homotypic cell-cell adhesion|biological_process#GO:0042802|identical protein binding|molecular_function#GO:0043005|neuron projection|cellular_component#GO:0043234|protein complex|cellular_component#GO:0044297|cell body|cellular_component#GO:0045121|membrane raft|cellular_component#GO:0045216|cell-cell junction organization|biological_process#GO:0046629|gamma-delta T cell activation|biological_process#GO:0048739|cardiac muscle fiber development|biological_process#GO:0050776|regulation of immune response|biological_process#GO:0050839|cell adhesion molecule binding|molecular_function#GO:0050900|leukocyte migration|biological_process#GO:0051607|defense response to virus|biological_process#GO:0070633|transepithelial transport|biological_process#GO:0071253|connexin binding|molecular_function#GO:0086067|AV node cell to bundle of His cell communication|biological_process, connexin binding,GO:0001618: virus receptor activity#GO:0005102: receptor binding#GO:0005178: integrin binding#GO:0005515: protein binding#GO:0008013: beta-catenin binding#GO:0030165: PDZ domain binding#GO:0042802: identical protein binding#GO:0050839: cell adhesion molecule binding#GO:0071253: connexin binding,"GO:0001618: virus receptor activity,GO:0005102: receptor binding,GO:0005178: integrin binding,GO:0005515: protein binding,GO:0008013: beta-catenin binding,GO:0030165: PDZ domain binding,GO:0042802: identical protein binding,GO:0050839: cell adhesion molecule binding,GO:0071253: connexin binding",Nucleus,12,3,856|862|228876|228878|228880,,Gm1123|IDBG-192613|ENSMUSG00000044860|382097,CXADR|IDBG-630474|ENSBTAG00000004869|281733,2017/2/20
877,Homo sapiens,9606,ENSG00000172967,150165,XKR3,"XK, Kell blood group complex subunit-related family, member 3 ",,XKR3|IDBG-877|ENSG00000172967|150165,16783412,16821699,-1,22,q11.1,GO:0005886|plasma membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component,,,,Plasma membrane,0,0,879,,,,2017/2/20
885,Homo sapiens,9606,ENSG00000177663,23765,IL17RA,interleukin 17 receptor A ,CANDF5|CD217|CDw217|hIL-17R|IL-17RA|IL17R,IL17RA|IDBG-885|ENSG00000177663|23765,17084954,17115694,1,22,q11.1,GO:0005515|protein binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0007166|cell surface receptor signaling pathway|biological_process#GO:0019221|cytokine-mediated signaling pathway|biological_process#GO:0030368|interleukin-17 receptor activity|molecular_function#GO:0032747|positive regulation of interleukin-23 production|biological_process#GO:0071345|cellular response to cytokine stimulus|biological_process#GO:0072537|fibroblast activation|biological_process#GO:1900017|positive regulation of cytokine production involved in inflammatory response|biological_process, interleukin-17 receptor activity,GO:0005515: protein binding#GO:0030368: interleukin-17 receptor activity,"GO:0005515: protein binding,GO:0030368: interleukin-17 receptor activity",Extracellular,21,14,887|810276,,Il17ra|IDBG-183749|ENSMUSG00000002897|16172,IL17RA|IDBG-641259|ENSBTAG00000011067|525040,2017/2/20
933,Homo sapiens,9606,ENSG00000093072,51816,CECR1,"cat eye syndrome chromosome region, candidate 1 ",,CECR1|IDBG-933|ENSG00000093072|51816,17178790,17221989,-1,22,q11.1,GO:0004000|adenosine deaminase activity|molecular_function#GO:0005615|extracellular space|cellular_component#GO:0006154|adenosine catabolic process|biological_process#GO:0007275|multicellular organismal development|biological_process#GO:0008083|growth factor activity|molecular_function#GO:0008152|metabolic process|biological_process#GO:0008201|heparin binding|molecular_function#GO:0008270|zinc ion binding|molecular_function#GO:0019239|deaminase activity|molecular_function#GO:0031685|adenosine receptor binding|molecular_function#GO:0042803|protein homodimerization activity|molecular_function#GO:0043103|hypoxanthine salvage|biological_process#GO:0043394|proteoglycan binding|molecular_function#GO:0046103|inosine biosynthetic process|biological_process, proteoglycan binding,GO:0004000: adenosine deaminase activity#GO:0008083: growth factor activity#GO:0008201: heparin binding#GO:0008270: zinc ion binding#GO:0019239: deaminase activity#GO:0031685: adenosine receptor binding#GO:0042803: protein homodimerization activity#GO:0043394: proteoglycan binding,"GO:0004000: adenosine deaminase activity,GO:0008083: growth factor activity,GO:0008201: heparin binding,GO:0008270: zinc ion binding,GO:0019239: deaminase activity,GO:0031685: adenosine receptor binding,GO:0042803: protein homodimerization activity,GO:0043394: proteoglycan binding",Extracellular,1,0,935|937|229664|229666|360950|360952|591637|812347,,,CECR1|IDBG-641275|ENSBTAG00000017313|617805,2017/2/20
970,Homo sapiens,9606,ENSG00000099954,27443,CECR2,"cat eye syndrome chromosome region, candidate 2 ",,CECR2|IDBG-970|ENSG00000099954|27443,17359949,17558149,1,22,q11.1,GO:0000910|cytokinesis|biological_process#GO:0001842|neural fold formation|biological_process#GO:0001843|neural tube closure|biological_process#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005719|nuclear euchromatin|cellular_component#GO:0006309|apoptotic DNA fragmentation|biological_process#GO:0007010|cytoskeleton organization|biological_process#GO:0007338|single fertilization|biological_process#GO:0016192|vesicle-mediated transport|biological_process#GO:0021915|neural tube development|biological_process#GO:0031010|ISWI-type complex|cellular_component#GO:0043044|ATP-dependent chromatin remodeling|biological_process#GO:0060122|inner ear receptor stereocilium organization|biological_process#GO:0090102|cochlea development|biological_process#GO:0090537|CERF complex|cellular_component#GO:0097194|execution phase of apoptosis|biological_process, protein binding,GO:0005515: protein binding,GO:0005515: protein binding,Nucleus,4,0,972|974|976|227888|807280,,Cecr2|IDBG-183861|ENSMUSG00000071226|330409,CECR2|IDBG-641286|ENSBTAG00000009704|,2017/2/20
1018,Homo sapiens,9606,ENSG00000099968,23786,BCL2L13,BCL2-like 13 (apoptosis facilitator) ,BCL-RAMBO|Bcl2-L-13|MIL1,BCL2L13|IDBG-1018|ENSG00000099968|23786,17628855,17730855,1,22,q11.21,GO:0005634|nucleus|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0006915|apoptotic process|biological_process#GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process|biological_process#GO:0008656|cysteine-type endopeptidase activator activity involved in apoptotic process|molecular_function#GO:0016021|integral component of membrane|cellular_component#GO:0031966|mitochondrial membrane|cellular_component#GO:0042981|regulation of apoptotic process|biological_process, cysteine-type endopeptidase activator activity involved in apoptotic process,GO:0008656: cysteine-type endopeptidase activator activity involved in apoptotic process,GO:0008656: cysteine-type endopeptidase activator activity involved in apoptotic process,Nucleus,5,0,1020|1022|1024|229773|229777|361052|586432|586796|594783|592440|808608|808610|808612,,Bcl2l13|IDBG-184023|ENSMUSG00000009112|94044,BT.65691|IDBG-641313|ENSBTAG00000013956|617809,2017/2/20
1027,Homo sapiens,9606,ENSG00000154654,4685,NCAM2,neural cell adhesion molecule 2 ,NCAM21,NCAM2|IDBG-1027|ENSG00000154654|4685,20998315,21543329,1,21,q21.1,GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0007158|neuron cell-cell adhesion|biological_process#GO:0007413|axonal fasciculation|biological_process#GO:0007608|sensory perception of smell|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0030424|axon|cellular_component, protein binding,GO:0005515: protein binding,GO:0005515: protein binding,Plasma membrane,3,1,1029|227960,,Ncam2|IDBG-172510|ENSMUSG00000022762|17968,NCAM2|IDBG-630332|ENSBTAG00000003301|535613,2017/2/20
1050,Homo sapiens,9606,ENSG00000015475,"101,929,618,637",BID,BH3 interacting domain death agonist ,FP497,"BID|IDBG-1050|ENSG00000015475|101929618,637",17734138,17774770,-1,22,q11.21,GO:0001836|release of cytochrome c from mitochondria|biological_process#GO:0005123|death receptor binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0005741|mitochondrial outer membrane|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006626|protein targeting to mitochondrion|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process|biological_process#GO:0007420|brain development|biological_process#GO:0008625|extrinsic apoptotic signaling pathway via death domain receptors|biological_process#GO:0008637|apoptotic mitochondrial changes|biological_process#GO:0016020|membrane|cellular_component#GO:0031625|ubiquitin protein ligase binding|molecular_function#GO:0032355|response to estradiol|biological_process#GO:0032459|regulation of protein oligomerization|biological_process#GO:0032461|positive regulation of protein oligomerization|biological_process#GO:0032464|positive regulation of protein homooligomerization|biological_process#GO:0032592|integral component of mitochondrial membrane|cellular_component#GO:0034349|glial cell apoptotic process|biological_process#GO:0042127|regulation of cell proliferation|biological_process#GO:0042770|signal transduction in response to DNA damage|biological_process#GO:0043065|positive regulation of apoptotic process|biological_process#GO:0045087|innate immune response|biological_process#GO:0051260|protein homooligomerization|biological_process#GO:0051402|neuron apoptotic process|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0090150|establishment of protein localization to membrane|biological_process#GO:0090200|positive regulation of release of cytochrome c from mitochondria|biological_process#GO:0097191|extrinsic apoptotic signaling pathway|biological_process#GO:0097193|intrinsic apoptotic signaling pathway|biological_process#GO:1900740|positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway|biological_process#GO:1901030|positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway|biological_process#GO:1902108|regulation of mitochondrial membrane permeability involved in apoptotic process|biological_process#GO:2000045|regulation of G1/S transition of mitotic cell cycle|biological_process#GO:2001238|positive regulation of extrinsic apoptotic signaling pathway|biological_process#GO:2001244|positive regulation of intrinsic apoptotic signaling pathway|biological_process, ubiquitin protein ligase binding,GO:0005123: death receptor binding#GO:0005515: protein binding#GO:0031625: ubiquitin protein ligase binding,"GO:0005123: death receptor binding,GO:0005515: protein binding,GO:0031625: ubiquitin protein ligase binding",Plasma membrane,99,6,1052|1058|229813|229815|229817|596970|812719|812720|812721|812722|812724,,Bid|IDBG-184076|ENSMUSG00000004446|12122,"BID|IDBG-641320|ENSBTAG00000013988|510373,782484",2017/2/20
1072,Homo sapiens,9606,ENSG00000154721,58494,JAM2,junctional adhesion molecule 2 ,,JAM2|IDBG-1072|ENSG00000154721|58494,25639272,25717562,1,21,q21.3,GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0005923|tight junction|cellular_component#GO:0007162|negative regulation of cell adhesion|biological_process#GO:0007596|blood coagulation|biological_process#GO:0016337|single organismal cell-cell adhesion|biological_process#GO:0030198|extracellular matrix organization|biological_process#GO:0046982|protein heterodimerization activity|molecular_function#GO:0050900|leukocyte migration|biological_process, protein heterodimerization activity,GO:0005515: protein binding#GO:0046982: protein heterodimerization activity,"GO:0005515: protein binding,GO:0046982: protein heterodimerization activity",Cell surface,11,0,1074|227998|480678|586152,,Jam2|IDBG-172706|ENSMUSG00000053062|67374,JAM2|IDBG-630318|ENSBTAG00000000603|538846,2017/2/20
1081,Homo sapiens,9606,ENSG00000176194,1149,CIDEA,cell death-inducing DFFA-like effector a ,CIDE-A,CIDEA|IDBG-1081|ENSG00000176194|1149,12254319,12277595,1,18,p11.21,"GO:0001659|temperature homeostasis|biological_process#GO:0005515|protein binding|molecular_function#GO:0005622|intracellular|cellular_component#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0005740|mitochondrial envelope|cellular_component#GO:0005811|lipid particle|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006629|lipid metabolic process|biological_process#GO:0006915|apoptotic process|biological_process#GO:0008219|cell death|biological_process#GO:0010890|positive regulation of sequestering of triglyceride|biological_process#GO:0019915|lipid storage|biological_process#GO:0030512|negative regulation of transforming growth factor beta receptor signaling pathway|biological_process#GO:0032720|negative regulation of tumor necrosis factor production|biological_process#GO:0035634|response to stilbenoid|biological_process#GO:0042803|protein homodimerization activity|molecular_function#GO:0042981|regulation of apoptotic process|biological_process#GO:0050710|negative regulation of cytokine secretion|biological_process#GO:0050995|negative regulation of lipid catabolic process|biological_process#GO:1900118|negative regulation of execution phase of apoptosis|biological_process#GO:1902510|regulation of apoptotic DNA fragmentation|biological_process", protein homodimerization activity,GO:0005515: protein binding#GO:0042803: protein homodimerization activity,"GO:0005515: protein binding,GO:0042803: protein homodimerization activity",Nucleus,5,5,1085|484128,,Cidea|IDBG-155334|ENSMUSG00000024526|12683,CIDEA|IDBG-644459|ENSBTAG00000047609|527051,2017/2/20
1100,Homo sapiens,9606,ENSG00000142192,351,APP,amyloid beta (A4) precursor protein ,AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2,APP|IDBG-1100|ENSG00000142192|351,25880550,26171128,-1,21,q21.3,"GO:0000085|mitotic G2 phase|biological_process#GO:0001967|suckling behavior|biological_process#GO:0002576|platelet degranulation|biological_process#GO:0003677|DNA binding|molecular_function#GO:0004867|serine-type endopeptidase inhibitor activity|molecular_function#GO:0005102|receptor binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0005641|nuclear envelope lumen|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005794|Golgi apparatus|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0005905|coated pit|cellular_component#GO:0005911|cell-cell junction|cellular_component#GO:0006378|mRNA polyadenylation|biological_process#GO:0006417|regulation of translation|biological_process#GO:0006468|protein phosphorylation|biological_process#GO:0006878|cellular copper ion homeostasis|biological_process#GO:0006897|endocytosis|biological_process#GO:0006979|response to oxidative stress|biological_process#GO:0007155|cell adhesion|biological_process#GO:0007176|regulation of epidermal growth factor-activated receptor activity|biological_process#GO:0007219|Notch signaling pathway|biological_process#GO:0007399|nervous system development|biological_process#GO:0007409|axonogenesis|biological_process#GO:0007596|blood coagulation|biological_process#GO:0007617|mating behavior|biological_process#GO:0007626|locomotory behavior|biological_process#GO:0008088|axon cargo transport|biological_process#GO:0008201|heparin binding|molecular_function#GO:0008203|cholesterol metabolic process|biological_process#GO:0008344|adult locomotory behavior|biological_process#GO:0008542|visual learning|biological_process#GO:0009986|cell surface|cellular_component#GO:0010468|regulation of gene expression|biological_process#GO:0010951|negative regulation of endopeptidase activity|biological_process#GO:0010952|positive regulation of peptidase activity|biological_process#GO:0010971|positive regulation of G2/M transition of mitotic cell cycle|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0016199|axon midline choice point recognition|biological_process#GO:0016322|neuron remodeling|biological_process#GO:0016358|dendrite development|biological_process#GO:0016504|peptidase activator activity|molecular_function#GO:0019899|enzyme binding|molecular_function#GO:0030134|ER to Golgi transport vesicle|cellular_component#GO:0030168|platelet activation|biological_process#GO:0030198|extracellular matrix organization|biological_process#GO:0030424|axon|cellular_component#GO:0030900|forebrain development|biological_process#GO:0031093|platelet alpha granule lumen|cellular_component#GO:0031175|neuron projection development|biological_process#GO:0031410|cytoplasmic vesicle|cellular_component#GO:0031594|neuromuscular junction|cellular_component#GO:0033130|acetylcholine receptor binding|molecular_function#GO:0035235|ionotropic glutamate receptor signaling pathway|biological_process#GO:0035253|ciliary rootlet|cellular_component#GO:0035872|nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway|biological_process#GO:0040014|regulation of multicellular organism growth|biological_process#GO:0042802|identical protein binding|molecular_function#GO:0043005|neuron projection|cellular_component#GO:0043197|dendritic spine|cellular_component#GO:0043198|dendritic shaft|cellular_component#GO:0043231|intracellular membrane-bounded organelle|cellular_component#GO:0043235|receptor complex|cellular_component#GO:0043393|regulation of protein binding|biological_process#GO:0045087|innate immune response|biological_process#GO:0045121|membrane raft|cellular_component#GO:0045177|apical part of cell|cellular_component#GO:0045202|synapse|cellular_component#GO:0045665|negative regulation of neuron differentiation|biological_process#GO:0045931|positive regulation of mitotic cell cycle|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0046914|transition metal ion binding|molecular_function#GO:0048471|perinuclear region of cytoplasm|cellular_component#GO:0048669|collateral sprouting in absence of injury|biological_process#GO:0050803|regulation of synapse structure and activity|biological_process#GO:0050885|neuromuscular process controlling balance|biological_process#GO:0051124|synaptic growth at neuromuscular junction|biological_process#GO:0051233|spindle midzone|cellular_component#GO:0051402|neuron apoptotic process|biological_process#GO:0051425|PTB domain binding|molecular_function#GO:0051563|smooth endoplasmic reticulum calcium ion homeostasis|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0070851|growth factor receptor binding|molecular_function", growth factor receptor binding,GO:0003677: DNA binding#GO:0004867: serine-type endopeptidase inhibitor activity#GO:0005102: receptor binding#GO:0005515: protein binding#GO:0008201: heparin binding#GO:0016504: peptidase activator activity#GO:0019899: enzyme binding#GO:0033130: acetylcholine receptor binding#GO:0042802: identical protein binding#GO:0046914: transition metal ion binding#GO:0051425: PTB domain binding#GO:0070851: growth factor receptor binding,"GO:0003677: DNA binding,GO:0004867: serine-type endopeptidase inhibitor activity,GO:0005102: receptor binding,GO:0005515: protein binding,GO:0008201: heparin binding,GO:0016504: peptidase activator activity,GO:0019899: enzyme binding,GO:0033130: acetylcholine receptor binding,GO:0042802: identical protein binding,GO:0046914: transition metal ion binding,GO:0051425: PTB domain binding,GO:0070851: growth factor receptor binding",Nucleus,2628,31,1102|1104|1106|1108|1110|1112|361147|361148|361152|361154,,App|IDBG-172954|ENSMUSG00000022892|11820,APP|IDBG-630293|ENSBTAG00000017753|280722,2017/2/20
1148,Homo sapiens,9606,ENSG00000128789,56984,PSMG2,"proteasome (prosome, macropain) assembly chaperone 2 ",,PSMG2|IDBG-1148|ENSG00000128789|56984,12658043,12725740,1,18,p11.21,GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0007094|mitotic spindle assembly checkpoint|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0043248|proteasome assembly|biological_process#GO:0051726|regulation of cell cycle|biological_process, protein binding,GO:0005515: protein binding,GO:0005515: protein binding,Nucleus,14,0,1152|727226|726690,,Psmg2|IDBG-155845|ENSMUSG00000024537|107047,PSMG2|IDBG-644484|ENSBTAG00000010552|533993,2017/2/20
